,index,SNR,species,lead,planet,observation,instrument,year,detection?,doppler shifts,new data?,analysis type,tellurics,url,analysis method,VMR,VMR_err1,VMR_err2,doppler shift,metallicity,metallicity_err1,metallicity_err2,c/o,c/o_err1,c/o_err2,comments,Doppler shifts,comment
752,4,,Mn,gandhi,WASP-121 b,transmission,ESPRESSO,2023,,-5.58,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.1,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
753,5,5.0,V,gandhi,WASP-121 b,transmission,ESPRESSO,2023,,-5.58,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.27,0.4,0.47,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
754,6,5.0,Ca,gandhi,WASP-121 b,transmission,ESPRESSO,2023,,-5.58,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.36,0.43,0.42,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
755,7,,Ti,gandhi,WASP-121 b,transmission,ESPRESSO,2023,,-5.58,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.43,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
756,8,,Na,gandhi,WASP-121 b,transmission,ESPRESSO,2023,,-5.58,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-7.12,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
757,0,5.0,Fe,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-6.7,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.79,0.46,0.44,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
758,1,5.0,Mg,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-6.7,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.02,0.57,0.53,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
759,2,,Ni,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-6.7,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-5.18,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
760,3,5.0,Cr,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-6.7,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-7.89,0.58,0.62,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
761,4,5.0,Mn,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-6.7,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-6.47,0.47,0.47,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
762,5,5.0,V,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-6.7,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.96,0.48,0.5,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
763,6,5.0,Ca,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-6.7,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.79,0.53,0.55,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
764,7,,Ti,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-6.7,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-9.28,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
765,8,,Na,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-6.7,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-7.96,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
766,0,5.0,Fe,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-2.33,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.94,0.24,0.26,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
767,1,5.0,Mg,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-2.33,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.67,0.35,0.36,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
768,2,5.0,Ni,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-2.33,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-5.65,0.31,0.29,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
769,3,5.0,Cr,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-2.33,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-7.21,0.28,0.28,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
770,4,5.0,Mn,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-2.33,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-7.72,0.35,0.4,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
771,5,5.0,V,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-2.33,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-10.2,0.45,0.52,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
772,6,5.0,Ca,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-2.33,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.31,0.25,0.27,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
773,7,5.0,Ti,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-2.33,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.97,0.24,0.25,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
774,8,,Na,gandhi,HAT-P-70 b,transmission,ESPRESSO,2023,,-2.33,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.45,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
